,ProviderName,TractCode,CountBlocks,Consumer Blocks Served,Consumer Blocks Served - 3mbps,Consumer Blocks Served - 12mbps,Consumer Blocks Served - 25mbps,Proportion Served,Proportion Served 3mbps,Proportion Served 12mbps,Proportion Served 25mbps,Substantially Served,Substantially Served 3mbps,Substantially Served 12mbps,Substantially Served 25mbps,TechCodes Set,Minimally Residential,Water Area,Consumer Service N/A
4500,"BellSouth Telecommunications, Inc.",47037010601,43,40,40,39,39,93.02,93.02,90.7,90.7,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4501,"COMCAST CABLE COMMUNICATIONS, LLC",47037010601,43,43,43,43,43,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4502,"BellSouth Telecommunications, Inc.",47149041102,30,29,29,29,29,96.67,96.67,96.67,96.67,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4503,"COMCAST CABLE COMMUNICATIONS, LLC",47149041102,30,29,29,29,29,96.67,96.67,96.67,96.67,True,True,True,True,{43},False,False,False
4504,"BellSouth Telecommunications, Inc.",47031970100,132,67,65,53,49,50.76,49.24,40.15,37.12,True,True,True,True,"{10, 11, 12}",False,False,False
4505,DE KALB TELEPHONE COOPERATIVE INC,47031970100,132,3,3,3,3,2.27,2.27,2.27,2.27,False,False,False,False,"{11, 12}",False,False,False
4506,"Ben Lomand Rural Telephone Coop., Inc.",47031970100,132,35,35,22,15,26.52,26.52,16.67,11.36,False,False,False,False,"{10, 50}",False,False,False
4507,"Ben Lomand Communications, LLC",47031970100,132,7,7,7,7,5.3,5.3,5.3,5.3,False,False,False,False,{50},False,False,False
4508,"Charter Communications, Inc.",47031970100,132,72,72,72,72,54.55,54.55,54.55,54.55,True,True,True,True,{43},False,False,False
4509,"BellSouth Telecommunications, Inc.",47065010104,119,88,86,59,57,73.95,72.27,49.58,47.9,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
4510,EPB Fiber Optics,47065010104,119,2,2,2,2,1.68,1.68,1.68,1.68,False,False,False,False,{50},False,False,False
4511,"COMCAST CABLE COMMUNICATIONS, LLC",47065010104,119,1,1,1,1,0.84,0.84,0.84,0.84,False,False,False,False,{43},False,False,False
4512,"Charter Communications, Inc.",47065010104,119,83,83,83,83,69.75,69.75,69.75,69.75,True,True,True,True,{43},False,False,False
4513,"BellSouth Telecommunications, Inc.",47115050302,222,84,84,1,0,37.84,37.84,0.45,0.0,True,True,False,False,"{10, 11, 70}",False,False,False
4514,"SVE Connect, LLC",47115050302,222,16,16,16,16,7.21,7.21,7.21,7.21,False,False,False,False,{50},False,False,False
4515,"COMCAST CABLE COMMUNICATIONS, LLC",47115050302,222,1,1,1,1,0.45,0.45,0.45,0.45,False,False,False,False,{43},False,False,False
4516,"Ben Lomand Rural Telephone Coop., Inc.",47115050302,222,88,88,44,31,39.64,39.64,19.82,13.96,True,True,False,False,"{50, 10}",False,False,False
4517,"Charter Communications, Inc.",47115050302,222,112,112,112,112,50.45,50.45,50.45,50.45,True,True,True,True,{43},False,False,False
4518,"BellSouth Telecommunications, Inc.",47051960100,394,91,91,52,44,23.1,23.1,13.2,11.17,False,False,False,False,"{10, 11, 12, 70}",False,False,False
4519,United Telephone Company,47051960100,394,33,17,0,0,8.38,4.31,0.0,0.0,False,False,False,False,{11},False,False,False
4520,Monster Broadband,47051960100,394,392,392,392,392,99.49,99.49,99.49,99.49,True,True,True,True,{70},False,False,False
4521,"COMCAST CABLE COMMUNICATIONS, LLC",47051960100,394,83,83,83,83,21.07,21.07,21.07,21.07,False,False,False,False,{43},False,False,False
4522,"Ben Lomand Rural Telephone Coop., Inc.",47051960100,394,1,1,1,1,0.25,0.25,0.25,0.25,False,False,False,False,{50},False,False,False
4523,"Charter Communications, Inc.",47051960100,394,2,2,2,2,0.51,0.51,0.51,0.51,False,False,False,False,{43},False,False,False
4524,"BellSouth Telecommunications, Inc.",47089070400,134,106,100,69,60,79.1,74.63,51.49,44.78,True,True,True,True,"{10, 11, 12, 70}",False,False,False
4525,UNITED STATES CELLULAR CORPORATION,47089070400,134,12,0,0,0,8.96,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
4526,"COMCAST CABLE COMMUNICATIONS, LLC",47089070400,134,1,1,1,1,0.75,0.75,0.75,0.75,False,False,False,False,{43},False,False,False
4527,"Charter Communications, Inc.",47089070400,134,70,70,70,70,52.24,52.24,52.24,52.24,True,True,True,True,{43},False,False,False
4528,"BellSouth Telecommunications, Inc.",47037015617,25,22,22,22,22,88.0,88.0,88.0,88.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4529,"COMCAST CABLE COMMUNICATIONS, LLC",47037015617,25,24,24,24,24,96.0,96.0,96.0,96.0,True,True,True,True,{43},False,False,False
4530,"BellSouth Telecommunications, Inc.",47093005402,146,60,59,49,45,41.1,40.41,33.56,30.82,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4531,UNITED STATES CELLULAR CORPORATION,47093005402,146,128,0,0,0,87.67,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4532,"COMCAST CABLE COMMUNICATIONS, LLC",47093005402,146,71,71,71,71,48.63,48.63,48.63,48.63,True,True,True,True,{43},False,False,False
4533,"BellSouth Telecommunications, Inc.",47093005907,35,25,25,25,25,71.43,71.43,71.43,71.43,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4534,UNITED STATES CELLULAR CORPORATION,47093005907,35,30,0,0,0,85.71,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4535,"Knology of Alabama, Inc.",47093005907,35,2,2,2,2,5.71,5.71,5.71,5.71,False,False,False,False,"{42, 50}",False,False,False
4536,"COMCAST CABLE COMMUNICATIONS, LLC",47093005907,35,25,25,25,25,71.43,71.43,71.43,71.43,True,True,True,True,{43},False,False,False
4537,"BellSouth Telecommunications, Inc.",47037015622,25,24,24,23,22,96.0,96.0,92.0,88.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4538,"COMCAST CABLE COMMUNICATIONS, LLC",47037015622,25,25,25,25,25,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4539,"BellSouth Telecommunications, Inc.",47157006400,31,31,31,31,31,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4540,"COMCAST CABLE COMMUNICATIONS, LLC",47157006400,31,29,29,29,29,93.55,93.55,93.55,93.55,True,True,True,True,{43},False,False,False
4541,"BellSouth Telecommunications, Inc.",47079969000,409,83,83,29,10,20.29,20.29,7.09,2.44,False,False,False,False,"{10, 11, 12, 70}",False,False,False
4542,West Kentucky Rural Telephone Coop Corp Inc,47079969000,409,158,158,158,158,38.63,38.63,38.63,38.63,True,True,True,True,{50},False,False,False
4543,BeaDun Communications,47079969000,409,14,4,0,0,3.42,0.98,0.0,0.0,False,False,False,False,{70},False,False,False
4544,"Charter Communications, Inc.",47079969000,409,255,255,255,255,62.35,62.35,62.35,62.35,True,True,True,True,{43},False,False,False
4545,"BellSouth Telecommunications, Inc.",47103975602,136,67,66,45,38,49.26,48.53,33.09,27.94,True,True,True,False,"{10, 11, 12, 70}",False,False,False
4546,Mediacom Southeast LLC,47103975602,136,75,75,75,75,55.15,55.15,55.15,55.15,True,True,True,True,"{42, 43}",False,False,False
4547,Monster Broadband,47103975602,136,136,136,136,136,100.0,100.0,100.0,100.0,True,True,True,True,{70},False,False,False
4548,"COMCAST CABLE COMMUNICATIONS, LLC",47103975602,136,1,1,1,1,0.74,0.74,0.74,0.74,False,False,False,False,{43},False,False,False
4549,"BellSouth Telecommunications, Inc.",47125100602,52,41,41,40,38,78.85,78.85,76.92,73.08,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4550,"COMCAST CABLE COMMUNICATIONS, LLC",47125100602,52,1,1,1,1,1.92,1.92,1.92,1.92,False,False,False,False,{43},False,False,False
4551,"Charter Communications, Inc.",47125100602,52,52,52,52,52,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4552,"BellSouth Telecommunications, Inc.",47165020207,26,24,24,20,18,92.31,92.31,76.92,69.23,True,True,True,True,"{10, 11, 12}",False,False,False
4553,"COMCAST CABLE COMMUNICATIONS, LLC",47165020207,26,23,23,23,23,88.46,88.46,88.46,88.46,True,True,True,True,{43},False,False,False
4554,"BellSouth Telecommunications, Inc.",47065012000,87,78,78,67,61,89.66,89.66,77.01,70.11,True,True,True,True,"{10, 11, 12}",False,False,False
4555,EPB Fiber Optics,47065012000,87,81,81,81,81,93.1,93.1,93.1,93.1,True,True,True,True,{50},False,False,False
4556,"COMCAST CABLE COMMUNICATIONS, LLC",47065012000,87,81,81,81,81,93.1,93.1,93.1,93.1,True,True,True,True,{43},False,False,False
4557,"BellSouth Telecommunications, Inc.",47145980100,342,7,7,2,2,2.05,2.05,0.58,0.58,False,False,False,False,"{70, 10, 11, 12, 50}",True,False,True
4558,UNITED STATES CELLULAR CORPORATION,47145980100,342,342,0,0,0,100.0,0.0,0.0,0.0,True,False,False,False,{70},True,False,True
4559,"BellSouth Telecommunications, Inc.",47011010900,105,74,72,72,72,70.48,68.57,68.57,68.57,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4560,America Internet & Communications,47011010900,105,1,1,1,1,0.95,0.95,0.95,0.95,False,False,False,False,{70},False,False,False
4561,"COMCAST CABLE COMMUNICATIONS, LLC",47011010900,105,1,1,1,1,0.95,0.95,0.95,0.95,False,False,False,False,{43},False,False,False
4562,"Charter Communications, Inc.",47011010900,105,104,104,104,104,99.05,99.05,99.05,99.05,True,True,True,True,{43},False,False,False
4563,"BellSouth Telecommunications, Inc.",47037019005,14,14,14,14,14,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4564,"COMCAST CABLE COMMUNICATIONS, LLC",47037019005,14,14,14,14,14,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4565,"BellSouth Telecommunications, Inc.",47093005501,78,59,59,56,51,75.64,75.64,71.79,65.38,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4566,UNITED STATES CELLULAR CORPORATION,47093005501,78,40,0,0,0,51.28,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4567,"Net Liquidations, Inc.",47093005501,78,39,39,39,39,50.0,50.0,50.0,50.0,True,True,True,True,{70},False,False,False
4568,"COMCAST CABLE COMMUNICATIONS, LLC",47093005501,78,55,55,55,55,70.51,70.51,70.51,70.51,True,True,True,True,{43},False,False,False
4569,"BellSouth Telecommunications, Inc.",47127930100,220,89,88,37,30,40.45,40.0,16.82,13.64,True,True,False,False,"{70, 10, 11, 12, 50}",False,False,False
4570,Tullahoma Utilities Board,47127930100,220,4,4,4,4,1.82,1.82,1.82,1.82,False,False,False,False,{50},False,False,False
4571,Monster Broadband,47127930100,220,212,212,212,212,96.36,96.36,96.36,96.36,True,True,True,True,"{50, 70}",False,False,False
4572,"COMCAST CABLE COMMUNICATIONS, LLC",47127930100,220,3,3,3,3,1.36,1.36,1.36,1.36,False,False,False,False,{43},False,False,False
4573,"Charter Communications, Inc.",47127930100,220,45,45,45,45,20.45,20.45,20.45,20.45,False,False,False,False,{43},False,False,False
4574,"BellSouth Telecommunications, Inc.",47037011600,60,60,60,60,60,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4575,"COMCAST CABLE COMMUNICATIONS, LLC",47037011600,60,60,60,60,60,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4576,"BellSouth Telecommunications, Inc.",47125101201,20,17,17,17,16,85.0,85.0,85.0,80.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4577,"COMCAST CABLE COMMUNICATIONS, LLC",47125101201,20,1,1,1,1,5.0,5.0,5.0,5.0,False,False,False,False,{43},False,False,False
4578,"Charter Communications, Inc.",47125101201,20,20,20,20,20,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4579,"BellSouth Telecommunications, Inc.",47149040904,50,45,44,44,44,90.0,88.0,88.0,88.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4580,"United Communications, Inc.",47149040904,50,22,22,22,22,44.0,44.0,44.0,44.0,True,True,True,True,{70},False,False,False
4581,"COMCAST CABLE COMMUNICATIONS, LLC",47149040904,50,43,43,43,43,86.0,86.0,86.0,86.0,True,True,True,True,{43},False,False,False
4582,"BellSouth Telecommunications, Inc.",47037018408,15,14,14,14,14,93.33,93.33,93.33,93.33,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4583,"COMCAST CABLE COMMUNICATIONS, LLC",47037018408,15,15,15,15,15,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4584,"BellSouth Telecommunications, Inc.",47055920700,133,24,24,2,2,18.05,18.05,1.5,1.5,False,False,False,False,"{10, 11, 12, 70}",False,False,False
4585,Ardmore Telephone Company Inc,47055920700,133,12,12,3,0,9.02,9.02,2.26,0.0,False,False,False,False,{10},False,False,False
4586,Mediacom Southeast LLC,47055920700,133,16,16,16,16,12.03,12.03,12.03,12.03,False,False,False,False,"{42, 43}",False,False,False
4587,Monster Broadband,47055920700,133,125,97,97,97,93.98,72.93,72.93,72.93,True,True,True,True,{70},False,False,False
4588,"BellSouth Telecommunications, Inc.",47125101102,89,82,82,82,81,92.13,92.13,92.13,91.01,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4589,"COMCAST CABLE COMMUNICATIONS, LLC",47125101102,89,8,8,8,8,8.99,8.99,8.99,8.99,False,False,False,False,{43},False,False,False
4590,"Charter Communications, Inc.",47125101102,89,89,89,89,89,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4591,"BellSouth Telecommunications, Inc.",47011011401,193,121,120,117,115,62.69,62.18,60.62,59.59,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4592,America Internet & Communications,47011011401,193,2,2,2,2,1.04,1.04,1.04,1.04,False,False,False,False,{70},False,False,False
4593,EPB Fiber Optics,47011011401,193,2,2,2,2,1.04,1.04,1.04,1.04,False,False,False,False,{50},False,False,False
4594,"Charter Communications, Inc.",47011011401,193,190,190,190,190,98.45,98.45,98.45,98.45,True,True,True,True,{43},False,False,False
4595,"BellSouth Telecommunications, Inc.",47053980100,37,8,8,1,0,21.62,21.62,2.7,0.0,False,False,False,False,"{10, 11, 70}",True,False,True
4596,"Charter Communications, Inc.",47053980100,37,35,35,35,35,94.59,94.59,94.59,94.59,True,True,True,True,{43},True,False,True
4597,"BellSouth Telecommunications, Inc.",47093003000,48,44,42,42,41,91.67,87.5,87.5,85.42,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4598,UNITED STATES CELLULAR CORPORATION,47093003000,48,37,0,0,0,77.08,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4599,"Knology of Alabama, Inc.",47093003000,48,26,26,26,26,54.17,54.17,54.17,54.17,True,True,True,True,"{42, 50}",False,False,False
4600,"COMCAST CABLE COMMUNICATIONS, LLC",47093003000,48,45,45,45,45,93.75,93.75,93.75,93.75,True,True,True,True,{43},False,False,False
4601,"BellSouth Telecommunications, Inc.",47065010103,84,56,56,53,52,66.67,66.67,63.1,61.9,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
4602,America Internet & Communications,47065010103,84,6,6,6,6,7.14,7.14,7.14,7.14,False,False,False,False,{70},False,False,False
4603,EPB Fiber Optics,47065010103,84,1,1,1,1,1.19,1.19,1.19,1.19,False,False,False,False,{50},False,False,False
4604,"COMCAST CABLE COMMUNICATIONS, LLC",47065010103,84,43,43,43,43,51.19,51.19,51.19,51.19,True,True,True,True,{43},False,False,False
4605,"Charter Communications, Inc.",47065010103,84,49,49,49,49,58.33,58.33,58.33,58.33,True,True,True,True,{43},False,False,False
4606,"BellSouth Telecommunications, Inc.",47065011001,75,40,40,32,27,53.33,53.33,42.67,36.0,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
4607,Bledsoe Telephone Cooperative Inc,47065011001,75,36,36,13,13,48.0,48.0,17.33,17.33,True,True,False,False,"{50, 11}",False,False,False
4608,EPB Fiber Optics,47065011001,75,46,46,46,46,61.33,61.33,61.33,61.33,True,True,True,True,{50},False,False,False
4609,"COMCAST CABLE COMMUNICATIONS, LLC",47065011001,75,36,36,36,36,48.0,48.0,48.0,48.0,True,True,True,True,{43},False,False,False
4610,"BellSouth Telecommunications, Inc.",47015960300,151,2,1,1,0,1.32,0.66,0.66,0.0,False,False,False,False,"{10, 11}",False,False,False
4611,DE KALB TELEPHONE COOPERATIVE INC,47015960300,151,151,151,150,150,100.0,100.0,99.34,99.34,True,True,True,True,"{11, 12}",False,False,False
4612,"COMCAST CABLE COMMUNICATIONS, LLC",47015960300,151,3,3,3,3,1.99,1.99,1.99,1.99,False,False,False,False,{43},False,False,False
4613,"BellSouth Telecommunications, Inc.",47093006403,33,33,33,32,32,100.0,100.0,96.97,96.97,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
4614,UNITED STATES CELLULAR CORPORATION,47093006403,33,16,0,0,0,48.48,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4615,"COMCAST CABLE COMMUNICATIONS, LLC",47093006403,33,32,32,32,32,96.97,96.97,96.97,96.97,True,True,True,True,{43},False,False,False
4616,"BellSouth Telecommunications, Inc.",47065011323,44,40,40,40,40,90.91,90.91,90.91,90.91,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4617,EPB Fiber Optics,47065011323,44,43,43,43,43,97.73,97.73,97.73,97.73,True,True,True,True,{50},False,False,False
4618,"COMCAST CABLE COMMUNICATIONS, LLC",47065011323,44,40,40,40,40,90.91,90.91,90.91,90.91,True,True,True,True,{43},False,False,False
4619,"BellSouth Telecommunications, Inc.",47165021201,69,69,69,69,69,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4620,"COMCAST CABLE COMMUNICATIONS, LLC",47165021201,69,68,68,68,68,98.55,98.55,98.55,98.55,True,True,True,True,{43},False,False,False
4621,"BellSouth Telecommunications, Inc.",47159975300,103,2,0,0,0,1.94,0.0,0.0,0.0,False,False,False,False,"{10, 11}",False,False,False
4622,UNITED STATES CELLULAR CORPORATION,47159975300,103,7,0,0,0,6.8,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
4623,DE KALB TELEPHONE COOPERATIVE INC,47159975300,103,42,42,24,24,40.78,40.78,23.3,23.3,True,True,False,False,"{11, 12}",False,False,False
4624,Twin Lakes Telephone Cooperative Corporation,47159975300,103,57,51,44,36,55.34,49.51,42.72,34.95,True,True,True,True,"{11, 12}",False,False,False
4625,"Advantage Cellular Systems, Inc.",47159975300,103,3,3,3,3,2.91,2.91,2.91,2.91,False,False,False,False,{50},False,False,False
4626,"COMCAST CABLE COMMUNICATIONS, LLC",47159975300,103,21,21,21,21,20.39,20.39,20.39,20.39,False,False,False,False,{43},False,False,False
4627,"Charter Communications, Inc.",47159975300,103,3,3,3,3,2.91,2.91,2.91,2.91,False,False,False,False,{43},False,False,False
4628,"BellSouth Telecommunications, Inc.",47139950201,145,81,80,6,2,55.86,55.17,4.14,1.38,True,True,False,False,"{10, 11, 12, 70}",False,False,False
4629,UNITED STATES CELLULAR CORPORATION,47139950201,145,130,0,0,0,89.66,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4630,America Internet & Communications,47139950201,145,29,29,29,29,20.0,20.0,20.0,20.0,False,False,False,False,{70},False,False,False
4631,"COMCAST CABLE COMMUNICATIONS, LLC",47139950201,145,46,46,46,46,31.72,31.72,31.72,31.72,True,True,True,True,"{42, 43}",False,False,False
4632,"BellSouth Telecommunications, Inc.",47031970700,218,11,11,8,7,5.05,5.05,3.67,3.21,False,False,False,False,"{10, 11, 12}",False,False,False
4633,Monster Broadband,47031970700,218,101,101,101,101,46.33,46.33,46.33,46.33,True,True,True,True,{70},False,False,False
4634,"COMCAST CABLE COMMUNICATIONS, LLC",47031970700,218,2,2,2,2,0.92,0.92,0.92,0.92,False,False,False,False,{43},False,False,False
4635,"Ben Lomand Rural Telephone Coop., Inc.",47031970700,218,158,158,154,154,72.48,72.48,70.64,70.64,True,True,True,True,"{50, 10}",False,False,False
4636,"Ben Lomand Communications, LLC",47031970700,218,10,10,10,10,4.59,4.59,4.59,4.59,False,False,False,False,{50},False,False,False
4637,"Charter Communications, Inc.",47031970700,218,66,66,66,66,30.28,30.28,30.28,30.28,True,True,True,True,{43},False,False,False
4638,"BellSouth Telecommunications, Inc.",47065010413,48,40,40,39,39,83.33,83.33,81.25,81.25,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4639,EPB Fiber Optics,47065010413,48,44,44,44,44,91.67,91.67,91.67,91.67,True,True,True,True,{50},False,False,False
4640,"COMCAST CABLE COMMUNICATIONS, LLC",47065010413,48,41,41,41,41,85.42,85.42,85.42,85.42,True,True,True,True,{43},False,False,False
4641,"BellSouth Telecommunications, Inc.",47187050207,45,17,17,15,11,37.78,37.78,33.33,24.44,True,True,True,False,"{10, 11, 12, 50}",False,False,False
4642,United Telephone Company,47187050207,45,31,31,31,31,68.89,68.89,68.89,68.89,True,True,True,True,"{50, 11}",False,False,False
4643,"COMCAST CABLE COMMUNICATIONS, LLC",47187050207,45,28,28,28,28,62.22,62.22,62.22,62.22,True,True,True,True,{43},False,False,False
4644,"BellSouth Telecommunications, Inc.",47133950301,197,1,1,1,0,0.51,0.51,0.51,0.0,False,False,False,False,"{10, 11}",False,False,False
4645,UNITED STATES CELLULAR CORPORATION,47133950301,197,28,0,0,0,14.21,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
4646,Twin Lakes Telephone Cooperative Corporation,47133950301,197,187,187,185,177,94.92,94.92,93.91,89.85,True,True,True,True,"{50, 11, 12}",False,False,False
4647,"COMCAST CABLE COMMUNICATIONS, LLC",47133950301,197,1,1,1,1,0.51,0.51,0.51,0.51,False,False,False,False,{43},False,False,False
4648,"BellSouth Telecommunications, Inc.",47037019111,25,23,23,22,22,92.0,92.0,88.0,88.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4649,"COMCAST CABLE COMMUNICATIONS, LLC",47037019111,25,23,23,23,23,92.0,92.0,92.0,92.0,True,True,True,True,{43},False,False,False
4650,"BellSouth Telecommunications, Inc.",47125102004,38,30,30,30,30,78.95,78.95,78.95,78.95,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4651,"Charter Communications, Inc.",47125102004,38,38,38,38,38,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4652,"BellSouth Telecommunications, Inc.",47157022322,64,64,63,63,63,100.0,98.44,98.44,98.44,True,True,True,True,"{10, 11, 12}",False,False,False
4653,"COMCAST CABLE COMMUNICATIONS, LLC",47157022322,64,62,62,62,62,96.88,96.88,96.88,96.88,True,True,True,True,{43},False,False,False
4654,"BellSouth Telecommunications, Inc.",47093005711,46,39,39,39,39,84.78,84.78,84.78,84.78,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4655,UNITED STATES CELLULAR CORPORATION,47093005711,46,35,0,0,0,76.09,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4656,"Knology of Alabama, Inc.",47093005711,46,35,35,35,35,76.09,76.09,76.09,76.09,True,True,True,True,"{42, 50}",False,False,False
4657,"COMCAST CABLE COMMUNICATIONS, LLC",47093005711,46,36,36,36,36,78.26,78.26,78.26,78.26,True,True,True,True,{43},False,False,False
4658,"Charter Communications, Inc.",47093005711,46,3,3,3,3,6.52,6.52,6.52,6.52,False,False,False,False,{43},False,False,False
4659,"BellSouth Telecommunications, Inc.",47167040900,58,5,5,1,1,8.62,8.62,1.72,1.72,False,False,False,False,"{10, 11, 12, 70}",False,False,False
4660,"ECSIS.NET, LLC DBA Electronic Communication Systems",47167040900,58,50,50,0,0,86.21,86.21,0.0,0.0,True,True,False,False,{70},False,False,False
4661,"Millington Telephone Co., Inc.",47167040900,58,6,6,6,6,10.34,10.34,10.34,10.34,False,False,False,False,{10},False,False,False
4662,"COMCAST CABLE COMMUNICATIONS, LLC",47167040900,58,7,7,7,7,12.07,12.07,12.07,12.07,False,False,False,False,{43},False,False,False
4663,"BellSouth Telecommunications, Inc.",47125101902,31,29,29,29,29,93.55,93.55,93.55,93.55,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4664,"Charter Communications, Inc.",47125101902,31,31,31,31,31,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4665,"BellSouth Telecommunications, Inc.",47093005906,31,19,19,18,18,61.29,61.29,58.06,58.06,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
4666,UNITED STATES CELLULAR CORPORATION,47093005906,31,31,0,0,0,100.0,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4667,"COMCAST CABLE COMMUNICATIONS, LLC",47093005906,31,14,14,14,14,45.16,45.16,45.16,45.16,True,True,True,True,{43},False,False,False
4668,"BellSouth Telecommunications, Inc.",47125101103,32,25,25,25,25,78.12,78.12,78.12,78.12,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4669,Mediacom Southeast LLC,47125101103,32,1,1,1,1,3.12,3.12,3.12,3.12,False,False,False,False,{43},False,False,False
4670,"COMCAST CABLE COMMUNICATIONS, LLC",47125101103,32,4,4,4,4,12.5,12.5,12.5,12.5,False,False,False,False,{43},False,False,False
4671,"Charter Communications, Inc.",47125101103,32,32,32,32,32,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4672,"BellSouth Telecommunications, Inc.",47157020102,40,3,3,3,3,7.5,7.5,7.5,7.5,False,False,False,False,"{10, 11, 12}",False,False,False
4673,"Millington Telephone Co., Inc.",47157020102,40,38,38,38,38,95.0,95.0,95.0,95.0,True,True,True,True,"{10, 50}",False,False,False
4674,"COMCAST CABLE COMMUNICATIONS, LLC",47157020102,40,1,1,1,1,2.5,2.5,2.5,2.5,False,False,False,False,{43},False,False,False
4675,"BellSouth Telecommunications, Inc.",47149040807,51,49,49,49,48,96.08,96.08,96.08,94.12,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
4676,"COMCAST CABLE COMMUNICATIONS, LLC",47149040807,51,48,48,48,48,94.12,94.12,94.12,94.12,True,True,True,True,{43},False,False,False
4677,"BellSouth Telecommunications, Inc.",47037011500,76,76,76,76,76,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4678,"COMCAST CABLE COMMUNICATIONS, LLC",47037011500,76,75,75,75,75,98.68,98.68,98.68,98.68,True,True,True,True,{43},False,False,False
4679,"BellSouth Telecommunications, Inc.",47007953000,259,44,44,6,3,16.99,16.99,2.32,1.16,False,False,False,False,"{10, 11, 70}",False,False,False
4680,UNITED STATES CELLULAR CORPORATION,47007953000,259,7,0,0,0,2.7,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
4681,Bledsoe Telephone Cooperative Inc,47007953000,259,257,257,89,89,99.23,99.23,34.36,34.36,True,True,True,True,"{50, 11}",False,False,False
4682,EPB Fiber Optics,47007953000,259,2,2,2,2,0.77,0.77,0.77,0.77,False,False,False,False,{50},False,False,False
4683,"BellSouth Telecommunications, Inc.",47029920400,43,14,13,12,11,32.56,30.23,27.91,25.58,True,True,False,False,"{10, 11, 12}",False,False,False
4684,UNITED STATES CELLULAR CORPORATION,47029920400,43,33,0,0,0,76.74,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
4685,"BellSouth Telecommunications, Inc.",47037015402,44,43,43,43,43,97.73,97.73,97.73,97.73,True,True,True,True,"{10, 11, 12, 50}",False,False,False
4686,"COMCAST CABLE COMMUNICATIONS, LLC",47037015402,44,44,44,44,44,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
4687,"BellSouth Telecommunications, Inc.",47037019109,27,27,27,26,26,100.0,100.0,96.3,96.3,True,True,True,True,"{10, 11, 12, 50}",False,False,False
