,TractCode,ProviderName,CountBlocks,TechCode,Business,Proportion Served,Substantially Served
4320,47103975300,"COMCAST CABLE COMMUNICATIONS, LLC",288,43,1,0.35,False
4321,47103975300,"Charter Communications, Inc.",288,43,215,74.65,True
4322,47103975300,"Charter Communications, Inc.",288,50,1,0.35,False
4323,47103975300,"EarthLink Business, LLC",288,10,1,0.35,False
4324,47103975300,"EarthLink Business, LLC",288,30,1,0.35,False
4325,47103975300,Fayetteville Public Utilities,288,42,1,0.35,False
4326,47103975300,"Level  3 Communications, LLC",288,30,1,0.35,False
4327,47103975300,Mediacom Southeast LLC,288,42,6,2.08,False
4328,47103975300,Mediacom Southeast LLC,288,43,43,14.93,False
4329,47103975300,Monster Broadband,288,70,287,99.65,True
4330,47103975400,America Internet & Communications,302,70,1,0.33,False
4331,47103975400,"Birch Communications, Inc.",302,10,2,0.66,False
4332,47103975400,"Birch Communications, Inc.",302,30,2,0.66,False
4333,47103975400,"COMCAST CABLE COMMUNICATIONS, LLC",302,43,2,0.66,False
4334,47103975400,"Charter Communications, Inc.",302,43,231,76.49,True
4335,47103975400,"Charter Communications, Inc.",302,50,1,0.33,False
4336,47103975400,"EarthLink Business, LLC",302,10,1,0.33,False
4337,47103975400,Fayetteville Public Utilities,302,42,1,0.33,False
4338,47103975400,MCI Communications Corporation,302,30,2,0.66,False
4339,47103975400,Mediacom Southeast LLC,302,42,8,2.65,False
4340,47103975400,Mediacom Southeast LLC,302,43,28,9.27,False
4341,47103975400,Monster Broadband,302,70,274,90.73,True
4342,47103975400,US LEC LLC,302,11,2,0.66,False
4343,47103975500,"Birch Communications, Inc.",276,30,1,0.36,False
4344,47103975500,"COMCAST CABLE COMMUNICATIONS, LLC",276,43,1,0.36,False
4345,47103975500,"Charter Communications, Inc.",276,43,176,63.77,True
4346,47103975500,Fayetteville Public Utilities,276,42,1,0.36,False
4347,47103975500,Mediacom Southeast LLC,276,42,1,0.36,False
4348,47103975500,Mediacom Southeast LLC,276,43,1,0.36,False
4349,47103975500,Monster Broadband,276,70,271,98.19,True
4350,47103975601,"Charter Communications, Inc.",119,43,22,18.49,True
4351,47103975601,"Level  3 Communications, LLC",119,30,1,0.84,False
4352,47103975601,Mediacom Southeast LLC,119,42,26,21.85,True
4353,47103975601,Mediacom Southeast LLC,119,43,85,71.43,True
4354,47103975601,Monster Broadband,119,70,119,100.0,True
4355,47103975602,"Birch Communications, Inc.",136,10,1,0.74,False
4356,47103975602,"COMCAST CABLE COMMUNICATIONS, LLC",136,43,1,0.74,False
4357,47103975602,Mediacom Southeast LLC,136,42,23,16.91,True
4358,47103975602,Mediacom Southeast LLC,136,43,74,54.41,True
4359,47103975602,Monster Broadband,136,70,136,100.0,True
4360,47103975700,Ardmore Telephone Company Inc,178,10,64,35.96,True
4361,47103975700,Ardmore Telephone Company Inc,178,50,5,2.81,False
4362,47103975700,Mediacom Southeast LLC,178,42,5,2.81,False
4363,47103975700,Mediacom Southeast LLC,178,43,59,33.15,True
4364,47103975700,Monster Broadband,178,70,172,96.63,True
4365,47105060100,"COMCAST CABLE COMMUNICATIONS, LLC",391,42,1,0.26,False
4366,47105060100,"COMCAST CABLE COMMUNICATIONS, LLC",391,43,4,1.02,False
4367,47105060100,"Charter Communications, Inc.",391,43,250,63.94,True
4368,47105060100,"Charter Communications, Inc.",391,50,7,1.79,False
4369,47105060100,"EarthLink Business, LLC",391,10,2,0.51,False
4370,47105060100,"EarthLink Business, LLC",391,50,1,0.26,False
4371,47105060100,"NuVox, Inc.",391,30,1,0.26,False
4372,47105060100,"NuVox, Inc.",391,50,1,0.26,False
4373,47105060100,US LEC LLC,391,11,2,0.51,False
4374,47105060100,US LEC LLC,391,50,2,0.51,False
4375,47105060201,"COMCAST CABLE COMMUNICATIONS, LLC",241,43,1,0.41,False
4376,47105060201,"Charter Communications, Inc.",241,43,227,94.19,True
4377,47105060201,"Charter Communications, Inc.",241,50,8,3.32,False
4378,47105060201,"NuVox, Inc.",241,30,2,0.83,False
4379,47105060201,"NuVox, Inc.",241,50,1,0.41,False
4380,47105060202,"Birch Communications, Inc.",397,30,1,0.25,False
4381,47105060202,"COMCAST CABLE COMMUNICATIONS, LLC",397,43,1,0.25,False
4382,47105060202,"Charter Communications, Inc.",397,43,390,98.24,True
4383,47105060202,"Charter Communications, Inc.",397,50,5,1.26,False
4384,47105060202,"EarthLink Business, LLC",397,10,4,1.01,False
4385,47105060202,"EarthLink Business, LLC",397,30,1,0.25,False
4386,47105060202,MCI Communications Corporation,397,30,1,0.25,False
4387,47105060202,"NuVox, Inc.",397,30,2,0.5,False
4388,47105060202,US LEC LLC,397,11,2,0.5,False
4389,47105060301,"Birch Communications, Inc.",203,10,2,0.99,False
4390,47105060301,"Birch Communications, Inc.",203,30,1,0.49,False
4391,47105060301,"Charter Communications, Inc.",203,43,195,96.06,True
4392,47105060301,"Charter Communications, Inc.",203,50,10,4.93,False
4393,47105060301,"EarthLink Business, LLC",203,10,4,1.97,False
4394,47105060301,"EarthLink Business, LLC",203,30,2,0.99,False
4395,47105060301,"EarthLink Business, LLC",203,50,1,0.49,False
4396,47105060301,"NuVox, Inc.",203,30,2,0.99,False
4397,47105060301,"Spectrotel, Inc.",203,40,1,0.49,False
4398,47105060301,US LEC LLC,203,11,4,1.97,False
4399,47105060302,"Birch Communications, Inc.",220,10,2,0.91,False
4400,47105060302,"COMCAST CABLE COMMUNICATIONS, LLC",220,42,1,0.45,False
4401,47105060302,"COMCAST CABLE COMMUNICATIONS, LLC",220,43,1,0.45,False
4402,47105060302,"Charter Communications, Inc.",220,43,202,91.82,True
4403,47105060302,"Charter Communications, Inc.",220,50,1,0.45,False
4404,47105060302,"EarthLink Business, LLC",220,10,1,0.45,False
4405,47105060302,"EarthLink Business, LLC",220,50,1,0.45,False
4406,47105060302,"NuVox, Inc.",220,50,1,0.45,False
4407,47105060302,TDS TELECOMMUNICATIONS LLC,220,12,1,0.45,False
4408,47105060400,BreezeAir Networks LLC,399,70,298,74.69,True
4409,47105060400,"COMCAST CABLE COMMUNICATIONS, LLC",399,43,148,37.09,True
4410,47105060400,"NuVox, Inc.",399,30,1,0.25,False
4411,47105060501,BreezeAir Networks LLC,450,70,121,26.89,True
4412,47105060501,"COMCAST CABLE COMMUNICATIONS, LLC",450,42,9,2.0,False
4413,47105060501,"Charter Communications, Inc.",450,43,373,82.89,True
4414,47105060501,TDS TELECOMMUNICATIONS LLC,450,12,1,0.22,False
4415,47105060502,"Charter Communications, Inc.",98,43,91,92.86,True
4416,47105060600,"Charter Communications, Inc.",312,43,267,85.58,True
4417,47105060600,"Charter Communications, Inc.",312,50,12,3.85,False
4418,47105060600,"EarthLink Business, LLC",312,10,1,0.32,False
4419,47105060600,"EarthLink Business, LLC",312,30,1,0.32,False
4420,47105060600,"Level  3 Communications, LLC",312,30,1,0.32,False
4421,47105060600,"NuVox, Inc.",312,30,3,0.96,False
4422,47105060700,"Charter Communications, Inc.",213,43,94,44.13,True
4423,47107970101,"COMCAST CABLE COMMUNICATIONS, LLC",266,42,38,14.29,False
4424,47107970101,"COMCAST CABLE COMMUNICATIONS, LLC",266,43,2,0.75,False
4425,47107970101,"Charter Communications, Inc.",266,43,7,2.63,False
4426,47107970101,"Charter Communications, Inc.",266,50,2,0.75,False
4427,47107970101,TDS TELECOMMUNICATIONS LLC,266,12,1,0.38,False
4428,47107970102,America Internet & Communications,211,70,1,0.47,False
4429,47107970102,"COMCAST CABLE COMMUNICATIONS, LLC",211,42,54,25.59,True
4430,47107970102,"COMCAST CABLE COMMUNICATIONS, LLC",211,43,3,1.42,False
4431,47107970102,"Charter Communications, Inc.",211,43,4,1.9,False
4432,47107970102,"Level  3 Communications, LLC",211,30,1,0.47,False
4433,47107970102,MCI Communications Corporation,211,30,2,0.95,False
4434,47107970102,TDS TELECOMMUNICATIONS LLC,211,10,1,0.47,False
4435,47107970102,TDS TELECOMMUNICATIONS LLC,211,11,2,0.95,False
4436,47107970102,TDS TELECOMMUNICATIONS LLC,211,12,22,10.43,False
4437,47107970200,"Birch Communications, Inc.",238,10,1,0.42,False
4438,47107970200,"Birch Communications, Inc.",238,30,1,0.42,False
4439,47107970200,"COMCAST CABLE COMMUNICATIONS, LLC",238,42,188,78.99,True
4440,47107970200,"COMCAST CABLE COMMUNICATIONS, LLC",238,43,10,4.2,False
4441,47107970200,"EarthLink Business, LLC",238,10,5,2.1,False
4442,47107970200,"EarthLink Business, LLC",238,30,2,0.84,False
4443,47107970200,"EarthLink Business, LLC",238,50,2,0.84,False
4444,47107970200,"Spectrotel, Inc.",238,40,1,0.42,False
4445,47107970200,US LEC LLC,238,11,2,0.84,False
4446,47107970300,"COMCAST CABLE COMMUNICATIONS, LLC",138,42,129,93.48,True
4447,47107970300,"COMCAST CABLE COMMUNICATIONS, LLC",138,43,1,0.72,False
4448,47107970300,"Level  3 Communications, LLC",138,30,1,0.72,False
4449,47107970401,"COMCAST CABLE COMMUNICATIONS, LLC",106,42,89,83.96,True
4450,47107970401,"COMCAST CABLE COMMUNICATIONS, LLC",106,43,6,5.66,False
4451,47107970401,"EarthLink Business, LLC",106,50,1,0.94,False
4452,47107970402,"Birch Communications, Inc.",160,10,1,0.62,False
4453,47107970402,"Birch Communications, Inc.",160,30,1,0.62,False
4454,47107970402,"COMCAST CABLE COMMUNICATIONS, LLC",160,42,132,82.5,True
4455,47107970402,"COMCAST CABLE COMMUNICATIONS, LLC",160,43,6,3.75,False
4456,47107970500,"COMCAST CABLE COMMUNICATIONS, LLC",241,42,134,55.6,True
4457,47107970500,"COMCAST CABLE COMMUNICATIONS, LLC",241,43,5,2.07,False
4458,47107970500,"Charter Communications, Inc.",241,43,2,0.83,False
4459,47107970500,TDS TELECOMMUNICATIONS LLC,241,10,3,1.24,False
4460,47107970500,TDS TELECOMMUNICATIONS LLC,241,11,5,2.07,False
4461,47107970500,TDS TELECOMMUNICATIONS LLC,241,12,22,9.13,False
4462,47107970600,America Internet & Communications,315,70,3,0.95,False
4463,47107970600,"COMCAST CABLE COMMUNICATIONS, LLC",315,42,222,70.48,True
4464,47107970600,"COMCAST CABLE COMMUNICATIONS, LLC",315,43,8,2.54,False
4465,47107970600,"EarthLink Business, LLC",315,10,2,0.63,False
4466,47107970700,America Internet & Communications,249,70,4,1.61,False
4467,47107970700,"COMCAST CABLE COMMUNICATIONS, LLC",249,42,200,80.32,True
4468,47107970700,"COMCAST CABLE COMMUNICATIONS, LLC",249,43,2,0.8,False
4469,47107970700,"EarthLink Business, LLC",249,10,1,0.4,False
4470,47107970800,America Internet & Communications,396,70,2,0.51,False
4471,47107970800,"Birch Communications, Inc.",396,10,1,0.25,False
4472,47107970800,"COMCAST CABLE COMMUNICATIONS, LLC",396,42,95,23.99,True
4473,47107970800,"COMCAST CABLE COMMUNICATIONS, LLC",396,43,3,0.76,False
4474,47107970800,"Charter Communications, Inc.",396,43,39,9.85,False
4475,47107970800,TDS TELECOMMUNICATIONS LLC,396,10,4,1.01,False
4476,47107970800,TDS TELECOMMUNICATIONS LLC,396,11,8,2.02,False
4477,47109930100,"Aeneas Communications, LLC",262,50,3,1.15,False
4478,47109930100,"CenturyLink, Inc.",262,10,28,10.69,False
4479,47109930100,"CenturyLink, Inc.",262,11,26,9.92,False
4480,47109930100,"CenturyLink, Inc.",262,12,178,67.94,True
4481,47109930100,"CenturyLink, Inc.",262,30,1,0.38,False
4482,47109930100,"Charter Communications, Inc.",262,43,175,66.79,True
4483,47109930100,"Charter Communications, Inc.",262,50,2,0.76,False
4484,47109930100,"Level  3 Communications, LLC",262,50,3,1.15,False
4485,47109930100,MCI Communications Corporation,262,30,1,0.38,False
4486,47109930200,"Charter Communications, Inc.",123,43,45,36.59,True
4487,47109930200,"Wisper II, LLC",123,70,1,0.81,False
4488,47109930300,"Charter Communications, Inc.",184,43,73,39.67,True
4489,47109930300,Eagle One Wireless,184,70,1,0.54,False
4490,47109930400,"Aeneas Communications, LLC",129,50,1,0.78,False
4491,47109930400,"CenturyLink, Inc.",129,10,13,10.08,False
4492,47109930400,"CenturyLink, Inc.",129,11,89,68.99,True
4493,47109930400,"CenturyLink, Inc.",129,12,8,6.2,False
4494,47109930400,"Charter Communications, Inc.",129,43,42,32.56,True
4495,47109930500,"Aeneas Communications, LLC",386,50,6,1.55,False
4496,47109930500,"Birch Communications, Inc.",386,10,1,0.26,False
4497,47109930500,"COMCAST CABLE COMMUNICATIONS, LLC",386,42,2,0.52,False
4498,47109930500,"Charter Communications, Inc.",386,43,325,84.2,True
4499,47109930500,"Charter Communications, Inc.",386,50,6,1.55,False
4500,47109930500,"EarthLink Business, LLC",386,10,1,0.26,False
4501,47109930500,"Level  3 Communications, LLC",386,30,2,0.52,False
4502,47109930600,"COMCAST CABLE COMMUNICATIONS, LLC",123,42,14,11.38,False
4503,47109930600,Eagle One Wireless,123,70,1,0.81,False
4504,47109930700,"COMCAST CABLE COMMUNICATIONS, LLC",178,42,104,58.43,True
4505,47109930700,"CenturyLink, Inc.",178,10,1,0.56,False
4506,47109930700,"CenturyLink, Inc.",178,11,7,3.93,False
4507,47109930700,"CenturyLink, Inc.",178,12,63,35.39,True
4508,47109930700,Eagle One Wireless,178,70,3,1.69,False
4509,47109930700,"Tristate Internet, LLC",178,70,1,0.56,False
4510,47111970100,"COMCAST CABLE COMMUNICATIONS, LLC",256,42,2,0.78,False
4511,47111970100,"COMCAST CABLE COMMUNICATIONS, LLC",256,43,4,1.56,False
4512,47111970100,"North Central Telephone Cooperative, Inc.",256,10,103,40.23,True
4513,47111970100,"North Central Telephone Cooperative, Inc.",256,50,184,71.88,True
4514,47111970100,Twin Lakes Telephone Cooperative Corporation,256,30,3,1.17,False
4515,47111970200,"COMCAST CABLE COMMUNICATIONS, LLC",221,43,53,23.98,True
4516,47111970200,"North Central Telephone Cooperative, Inc.",221,50,221,100.0,True
4517,47111970300,"COMCAST CABLE COMMUNICATIONS, LLC",312,43,183,58.65,True
4518,47111970300,"EarthLink Business, LLC",312,10,1,0.32,False
4519,47111970300,"EarthLink Business, LLC",312,30,1,0.32,False
4520,47111970300,MCI Communications Corporation,312,30,1,0.32,False
4521,47111970300,North Central Communications,312,50,2,0.64,False
4522,47111970300,"North Central Telephone Cooperative, Inc.",312,10,9,2.88,False
4523,47111970300,"North Central Telephone Cooperative, Inc.",312,50,306,98.08,True
4524,47111970300,"Spectrotel, Inc.",312,40,1,0.32,False
4525,47111970400,"COMCAST CABLE COMMUNICATIONS, LLC",157,43,1,0.64,False
4526,47111970400,North Central Communications,157,50,3,1.91,False
4527,47111970400,"North Central Telephone Cooperative, Inc.",157,10,45,28.66,True
4528,47111970400,"North Central Telephone Cooperative, Inc.",157,50,127,80.89,True
4529,47113000100,"Aeneas Communications, LLC",93,11,1,1.08,False
4530,47113000100,"Aeneas Communications, LLC",93,42,1,1.08,False
4531,47113000100,"Aeneas Communications, LLC",93,50,11,11.83,False
4532,47113000100,"Charter Communications, Inc.",93,43,93,100.0,True
4533,47113000100,"Charter Communications, Inc.",93,50,1,1.08,False
4534,47113000100,"EarthLink Business, LLC",93,10,2,2.15,False
4535,47113000100,Jackson Energy Authority,93,50,49,52.69,True
4536,47113000100,MCI Communications Corporation,93,30,2,2.15,False
4537,47113000100,"NuVox, Inc.",93,30,1,1.08,False
4538,47113000100,US LEC LLC,93,11,2,2.15,False
4539,47113000100,"XO Communications Services, LLC",93,30,1,1.08,False
4540,47113000200,"Aeneas Communications, LLC",202,11,9,4.46,False
4541,47113000200,"Aeneas Communications, LLC",202,50,12,5.94,False
4542,47113000200,"Birch Communications, Inc.",202,10,3,1.49,False
4543,47113000200,"Charter Communications, Inc.",202,43,202,100.0,True
4544,47113000200,"Charter Communications, Inc.",202,50,3,1.49,False
4545,47113000200,"EarthLink Business, LLC",202,10,2,0.99,False
4546,47113000200,Jackson Energy Authority,202,50,73,36.14,True
4547,47113000200,"Level  3 Communications, LLC",202,30,2,0.99,False
4548,47113000200,MCI Communications Corporation,202,30,1,0.5,False
4549,47113000200,"NuVox, Inc.",202,30,1,0.5,False
4550,47113000200,"XO Communications Services, LLC",202,30,2,0.99,False
4551,47113000300,"Aeneas Communications, LLC",141,11,6,4.26,False
4552,47113000300,"Aeneas Communications, LLC",141,42,1,0.71,False
4553,47113000300,"Aeneas Communications, LLC",141,50,12,8.51,False
4554,47113000300,"Charter Communications, Inc.",141,43,141,100.0,True
4555,47113000300,"Charter Communications, Inc.",141,50,2,1.42,False
4556,47113000300,"EarthLink Business, LLC",141,30,1,0.71,False
4557,47113000300,Jackson Energy Authority,141,50,77,54.61,True
4558,47113000300,"Level  3 Communications, LLC",141,30,2,1.42,False
4559,47113000300,US LEC LLC,141,11,2,1.42,False
4560,47113000400,"Aeneas Communications, LLC",61,11,3,4.92,False
4561,47113000400,"Aeneas Communications, LLC",61,30,1,1.64,False
4562,47113000400,"Aeneas Communications, LLC",61,50,8,13.11,False
4563,47113000400,"Charter Communications, Inc.",61,43,59,96.72,True
4564,47113000400,Jackson Energy Authority,61,50,47,77.05,True
4565,47113000400,"Level  3 Communications, LLC",61,30,1,1.64,False
4566,47113000400,"Level  3 Communications, LLC",61,50,1,1.64,False
4567,47113000500,"Aeneas Communications, LLC",75,50,4,5.33,False
4568,47113000500,"Charter Communications, Inc.",75,43,75,100.0,True
4569,47113000500,Jackson Energy Authority,75,50,48,64.0,True
4570,47113000600,"Aeneas Communications, LLC",68,11,2,2.94,False
4571,47113000600,"Aeneas Communications, LLC",68,50,2,2.94,False
4572,47113000600,"Charter Communications, Inc.",68,43,68,100.0,True
4573,47113000600,Jackson Energy Authority,68,50,64,94.12,True
4574,47113000700,"Aeneas Communications, LLC",96,11,9,9.38,False
4575,47113000700,"Aeneas Communications, LLC",96,50,2,2.08,False
4576,47113000700,"Birch Communications, Inc.",96,10,1,1.04,False
4577,47113000700,"COMCAST CABLE COMMUNICATIONS, LLC",96,43,1,1.04,False
4578,47113000700,"Charter Communications, Inc.",96,43,95,98.96,True
4579,47113000700,"EarthLink Business, LLC",96,50,1,1.04,False
4580,47113000700,Jackson Energy Authority,96,50,77,80.21,True
4581,47113000700,"Level  3 Communications, LLC",96,30,1,1.04,False
4582,47113000700,MCI Communications Corporation,96,30,1,1.04,False
4583,47113000700,"XO Communications Services, LLC",96,30,1,1.04,False
4584,47113000800,"Aeneas Communications, LLC",173,11,4,2.31,False
4585,47113000800,"Aeneas Communications, LLC",173,30,1,0.58,False
4586,47113000800,"Aeneas Communications, LLC",173,50,11,6.36,False
4587,47113000800,"Charter Communications, Inc.",173,43,173,100.0,True
4588,47113000800,"Charter Communications, Inc.",173,50,1,0.58,False
4589,47113000800,Jackson Energy Authority,173,50,91,52.6,True
4590,47113000900,"Aeneas Communications, LLC",105,11,1,0.95,False
4591,47113000900,"Charter Communications, Inc.",105,43,105,100.0,True
4592,47113000900,Jackson Energy Authority,105,50,70,66.67,True
4593,47113001000,"Aeneas Communications, LLC",45,50,4,8.89,False
4594,47113001000,"Charter Communications, Inc.",45,43,45,100.0,True
4595,47113001000,Jackson Energy Authority,45,50,37,82.22,True
4596,47113001100,"Aeneas Communications, LLC",85,11,1,1.18,False
4597,47113001100,"Aeneas Communications, LLC",85,50,1,1.18,False
4598,47113001100,"Charter Communications, Inc.",85,43,85,100.0,True
4599,47113001100,Jackson Energy Authority,85,50,36,42.35,True
4600,47113001300,"Aeneas Communications, LLC",223,30,1,0.45,False
4601,47113001300,"Aeneas Communications, LLC",223,50,10,4.48,False
4602,47113001300,"COMCAST CABLE COMMUNICATIONS, LLC",223,42,1,0.45,False
4603,47113001300,"Charter Communications, Inc.",223,43,218,97.76,True
4604,47113001300,"EarthLink Business, LLC",223,10,1,0.45,False
4605,47113001300,"EarthLink Business, LLC",223,30,2,0.9,False
4606,47113001300,Jackson Energy Authority,223,50,142,63.68,True
4607,47113001300,MCI Communications Corporation,223,30,3,1.35,False
4608,47113001300,US LEC LLC,223,11,2,0.9,False
4609,47113001401,"Aeneas Communications, LLC",91,11,1,1.1,False
4610,47113001401,"Aeneas Communications, LLC",91,30,2,2.2,False
4611,47113001401,"Aeneas Communications, LLC",91,50,5,5.49,False
4612,47113001401,"Charter Communications, Inc.",91,43,90,98.9,True
4613,47113001401,"Charter Communications, Inc.",91,50,3,3.3,False
4614,47113001401,Jackson Energy Authority,91,50,48,52.75,True
4615,47113001401,"Level  3 Communications, LLC",91,30,2,2.2,False
4616,47113001401,MCI Communications Corporation,91,30,1,1.1,False
4617,47113001401,US LEC LLC,91,11,4,4.4,False
4618,47113001401,"XO Communications Services, LLC",91,30,2,2.2,False
4619,47113001402,"Aeneas Communications, LLC",126,50,1,0.79,False
4620,47113001402,"Charter Communications, Inc.",126,43,124,98.41,True
4621,47113001402,"Charter Communications, Inc.",126,50,3,2.38,False
4622,47113001402,"EarthLink Business, LLC",126,50,1,0.79,False
4623,47113001402,Jackson Energy Authority,126,50,44,34.92,True
4624,47113001402,MCI Communications Corporation,126,30,1,0.79,False
4625,47113001402,"XO Communications Services, LLC",126,30,1,0.79,False
4626,47113001501,"Aeneas Communications, LLC",137,50,3,2.19,False
4627,47113001501,"Birch Communications, Inc.",137,10,1,0.73,False
4628,47113001501,"Charter Communications, Inc.",137,43,135,98.54,True
4629,47113001501,"Charter Communications, Inc.",137,50,1,0.73,False
4630,47113001501,Jackson Energy Authority,137,50,56,40.88,True
4631,47113001502,"Charter Communications, Inc.",259,43,180,69.5,True
4632,47113001502,"Gibson Connect, LLC",259,50,23,8.88,False
4633,47113001502,INFOSTRUCTURE INC,259,42,27,10.42,False
4634,47113001502,Jackson Energy Authority,259,50,7,2.7,False
4635,47113001603,"Aeneas Communications, LLC",37,11,1,2.7,False
4636,47113001603,"Aeneas Communications, LLC",37,50,4,10.81,False
4637,47113001603,"Charter Communications, Inc.",37,43,36,97.3,True
4638,47113001603,Jackson Energy Authority,37,50,21,56.76,True
4639,47113001604,"Aeneas Communications, LLC",78,11,3,3.85,False
4640,47113001604,"Aeneas Communications, LLC",78,42,1,1.28,False
4641,47113001604,"Aeneas Communications, LLC",78,50,7,8.97,False
4642,47113001604,"COMCAST CABLE COMMUNICATIONS, LLC",78,43,2,2.56,False
4643,47113001604,"Charter Communications, Inc.",78,43,77,98.72,True
4644,47113001604,"Charter Communications, Inc.",78,50,5,6.41,False
4645,47113001604,"EarthLink Business, LLC",78,10,1,1.28,False
4646,47113001604,Jackson Energy Authority,78,50,43,55.13,True
4647,47113001604,"Level  3 Communications, LLC",78,30,3,3.85,False
4648,47113001604,MCI Communications Corporation,78,30,1,1.28,False
4649,47113001604,"Spectrotel, Inc.",78,40,1,1.28,False
4650,47113001604,US LEC LLC,78,11,2,2.56,False
4651,47113001604,"XO Communications Services, LLC",78,30,1,1.28,False
4652,47113001605,"Aeneas Communications, LLC",106,50,6,5.66,False
4653,47113001605,"Charter Communications, Inc.",106,43,106,100.0,True
4654,47113001605,"Charter Communications, Inc.",106,50,1,0.94,False
4655,47113001605,"EarthLink Business, LLC",106,10,1,0.94,False
4656,47113001605,"EarthLink Business, LLC",106,30,1,0.94,False
4657,47113001605,"EarthLink Business, LLC",106,40,1,0.94,False
4658,47113001605,Jackson Energy Authority,106,50,27,25.47,True
4659,47113001605,MCI Communications Corporation,106,30,1,0.94,False
4660,47113001605,"NuVox, Inc.",106,50,1,0.94,False
4661,47113001605,US LEC LLC,106,11,4,3.77,False
4662,47113001605,US LEC LLC,106,50,2,1.89,False
4663,47113001605,"XO Communications Services, LLC",106,30,2,1.89,False
4664,47113001606,"Aeneas Communications, LLC",143,42,2,1.4,False
4665,47113001606,"Aeneas Communications, LLC",143,50,14,9.79,False
4666,47113001606,"Charter Communications, Inc.",143,43,140,97.9,True
4667,47113001606,"Charter Communications, Inc.",143,50,4,2.8,False
4668,47113001606,Jackson Energy Authority,143,50,83,58.04,True
4669,47113001606,MCI Communications Corporation,143,30,1,0.7,False
4670,47113001606,"NuVox, Inc.",143,30,2,1.4,False
4671,47113001606,US LEC LLC,143,11,2,1.4,False
4672,47113001607,"Aeneas Communications, LLC",90,30,1,1.11,False
4673,47113001607,"Aeneas Communications, LLC",90,50,8,8.89,False
4674,47113001607,"Birch Communications, Inc.",90,10,1,1.11,False
4675,47113001607,"Charter Communications, Inc.",90,43,89,98.89,True
4676,47113001607,Jackson Energy Authority,90,50,51,56.67,True
4677,47113001607,"Level  3 Communications, LLC",90,30,1,1.11,False
4678,47113001607,US LEC LLC,90,11,2,2.22,False
4679,47113001608,"Birch Communications, Inc.",56,10,1,1.79,False
4680,47113001608,"COMCAST CABLE COMMUNICATIONS, LLC",56,43,1,1.79,False
4681,47113001608,"Charter Communications, Inc.",56,50,1,1.79,False
4682,47113001608,"Gibson Connect, LLC",56,50,39,69.64,True
4683,47113001608,INFOSTRUCTURE INC,56,42,32,57.14,True
4684,47113001608,INFOSTRUCTURE INC,56,50,10,17.86,True
4685,47113001609,"COMCAST CABLE COMMUNICATIONS, LLC",112,43,1,0.89,False
4686,47113001609,"Charter Communications, Inc.",112,43,85,75.89,True
4687,47113001609,"Charter Communications, Inc.",112,50,1,0.89,False
4688,47113001609,"EarthLink Business, LLC",112,30,1,0.89,False
4689,47113001609,Jackson Energy Authority,112,50,24,21.43,True
4690,47113001610,"Aeneas Communications, LLC",116,50,12,10.34,False
4691,47113001610,"Charter Communications, Inc.",116,43,112,96.55,True
4692,47113001610,Jackson Energy Authority,116,50,69,59.48,True
4693,47113001700,"Aeneas Communications, LLC",91,30,1,1.1,False
4694,47113001700,"Aeneas Communications, LLC",91,50,2,2.2,False
4695,47113001700,"Charter Communications, Inc.",91,43,12,13.19,False
4696,47113001700,Jackson Energy Authority,91,50,14,15.38,True
4697,47113001700,"NuVox, Inc.",91,30,1,1.1,False
4698,47113001700,"Wisper II, LLC",91,70,4,4.4,False
4699,47113001800,"Aeneas Communications, LLC",141,50,3,2.13,False
4700,47113001800,"Birch Communications, Inc.",141,30,1,0.71,False
4701,47113001800,"Charter Communications, Inc.",141,43,16,11.35,False
4702,47113001800,Jackson Energy Authority,141,50,36,25.53,True
4703,47113001800,"Wisper II, LLC",141,70,2,1.42,False
4704,47113001900,"Aeneas Communications, LLC",154,30,1,0.65,False
4705,47113001900,"Charter Communications, Inc.",154,43,121,78.57,True
4706,47113001900,Jackson Energy Authority,154,50,8,5.19,False
4707,47115050101,Bledsoe Telephone Cooperative Inc,182,11,4,2.2,False
4708,47115050101,"COMCAST CABLE COMMUNICATIONS, LLC",182,43,16,8.79,False
4709,47115050101,"Charter Communications, Inc.",182,43,156,85.71,True
4710,47115050101,EPB Fiber Optics,182,50,15,8.24,False
4711,47115050101,"SVE Connect, LLC",182,50,4,2.2,False
4712,47115050102,"Ben Lomand Rural Telephone Coop., Inc.",273,50,1,0.37,False
4713,47115050102,"Birch Communications, Inc.",273,10,1,0.37,False
4714,47115050102,Bledsoe Telephone Cooperative Inc,273,11,4,1.47,False
4715,47115050102,"Charter Communications, Inc.",273,43,241,88.28,True
4716,47115050102,EPB Fiber Optics,273,50,4,1.47,False
4717,47115050102,"SVE Connect, LLC",273,50,210,76.92,True
4718,47115050201,America Internet & Communications,264,70,1,0.38,False
4719,47115050201,"COMCAST CABLE COMMUNICATIONS, LLC",264,43,10,3.79,False
4720,47115050201,"Charter Communications, Inc.",264,43,251,95.08,True
4721,47115050201,EPB Fiber Optics,264,50,49,18.56,True
4722,47115050201,Mediacom Southeast LLC,264,42,1,0.38,False
4723,47115050202,"Ben Lomand Rural Telephone Coop., Inc.",342,10,19,5.56,False
4724,47115050202,"Ben Lomand Rural Telephone Coop., Inc.",342,50,21,6.14,False
4725,47115050202,"Charter Communications, Inc.",342,43,307,89.77,True
