,ProviderName,TractCode,CountBlocks,Consumer Blocks Served,Consumer Blocks Served - 3mbps,Consumer Blocks Served - 12mbps,Consumer Blocks Served - 25mbps,Proportion Served,Proportion Served 3mbps,Proportion Served 12mbps,Proportion Served 25mbps,Substantially Served,Substantially Served 3mbps,Substantially Served 12mbps,Substantially Served 25mbps,TechCodes Set
3933,"COMCAST CABLE COMMUNICATIONS, LLC",47065000800,64,54,54,54,54,84.38,84.38,84.38,84.38,True,True,True,True,{43}
3934,"BellSouth Telecommunications, Inc.",47051960201,254,127,124,94,81,50.0,48.82,37.01,31.89,True,True,True,True,"{10, 11, 12, 50}"
3935,Tullahoma Utilities Board,47051960201,254,31,31,31,31,12.2,12.2,12.2,12.2,False,False,False,False,{50}
3936,United Telephone Company,47051960201,254,36,36,36,36,14.17,14.17,14.17,14.17,False,False,False,False,{11}
3937,Monster Broadband,47051960201,254,253,253,253,253,99.61,99.61,99.61,99.61,True,True,True,True,"{50, 70}"
3938,"COMCAST CABLE COMMUNICATIONS, LLC",47051960201,254,41,41,41,41,16.14,16.14,16.14,16.14,True,True,True,True,{43}
3939,"Charter Communications, Inc.",47051960201,254,140,140,140,140,55.12,55.12,55.12,55.12,True,True,True,True,{43}
3940,"BellSouth Telecommunications, Inc.",47013950900,83,64,64,56,49,77.11,77.11,67.47,59.04,True,True,True,True,"{70, 10, 11, 12, 50}"
3941,UNITED STATES CELLULAR CORPORATION,47013950900,83,17,0,0,0,20.48,0.0,0.0,0.0,True,False,False,False,{70}
3942,"COMCAST CABLE COMMUNICATIONS, LLC",47013950900,83,44,44,44,44,53.01,53.01,53.01,53.01,True,True,True,True,"{42, 43}"
3943,"BellSouth Telecommunications, Inc.",47013951000,72,47,38,31,31,65.28,52.78,43.06,43.06,True,True,True,True,"{10, 11, 12, 70}"
3944,UNITED STATES CELLULAR CORPORATION,47013951000,72,35,0,0,0,48.61,0.0,0.0,0.0,True,False,False,False,{70}
3945,"COMCAST CABLE COMMUNICATIONS, LLC",47013951000,72,34,34,34,34,47.22,47.22,47.22,47.22,True,True,True,True,{42}
3946,"BellSouth Telecommunications, Inc.",47145030202,305,200,198,181,152,65.57,64.92,59.34,49.84,True,True,True,True,"{70, 10, 11, 12, 50}"
3947,UNITED STATES CELLULAR CORPORATION,47145030202,305,222,0,0,0,72.79,0.0,0.0,0.0,True,False,False,False,{70}
3948,"COMCAST CABLE COMMUNICATIONS, LLC",47145030202,305,196,196,196,196,64.26,64.26,64.26,64.26,True,True,True,True,{43}
3949,"BellSouth Telecommunications, Inc.",47009011402,237,135,129,107,87,56.96,54.43,45.15,36.71,True,True,True,True,"{10, 11, 12}"
3950,UNITED STATES CELLULAR CORPORATION,47009011402,237,157,0,0,0,66.24,0.0,0.0,0.0,True,False,False,False,{70}
3951,BreezeAir Networks LLC,47009011402,237,42,42,42,42,17.72,17.72,17.72,17.72,True,True,True,True,{70}
3952,"COMCAST CABLE COMMUNICATIONS, LLC",47009011402,237,89,89,89,89,37.55,37.55,37.55,37.55,True,True,True,True,"{42, 43}"
3953,"Charter Communications, Inc.",47009011402,237,61,61,61,61,25.74,25.74,25.74,25.74,True,True,True,True,{43}
3954,"BellSouth Telecommunications, Inc.",47065010700,56,53,40,37,18,94.64,71.43,66.07,32.14,True,True,True,True,"{10, 11, 12, 50}"
3955,EPB Fiber Optics,47065010700,56,53,53,53,53,94.64,94.64,94.64,94.64,True,True,True,True,{50}
3956,"COMCAST CABLE COMMUNICATIONS, LLC",47065010700,56,48,48,48,48,85.71,85.71,85.71,85.71,True,True,True,True,{43}
3957,"BellSouth Telecommunications, Inc.",47167040200,46,32,32,20,15,69.57,69.57,43.48,32.61,True,True,True,True,"{10, 11, 12}"
3958,"Millington Telephone Co., Inc.",47167040200,46,16,16,16,16,34.78,34.78,34.78,34.78,True,True,True,True,"{10, 50}"
3959,"Millington CATV,Inc.",47167040200,46,13,13,13,13,28.26,28.26,28.26,28.26,True,True,True,True,"{40, 50}"
3960,"BellSouth Telecommunications, Inc.",47115050101,182,25,21,3,0,13.74,11.54,1.65,0.0,False,False,False,False,"{10, 11, 70}"
3961,"SVE Connect, LLC",47115050101,182,4,4,4,4,2.2,2.2,2.2,2.2,False,False,False,False,{50}
3962,Bledsoe Telephone Cooperative Inc,47115050101,182,4,4,0,0,2.2,2.2,0.0,0.0,False,False,False,False,{11}
3963,EPB Fiber Optics,47115050101,182,15,15,15,15,8.24,8.24,8.24,8.24,False,False,False,False,{50}
3964,"COMCAST CABLE COMMUNICATIONS, LLC",47115050101,182,15,15,15,15,8.24,8.24,8.24,8.24,False,False,False,False,{43}
3965,"Charter Communications, Inc.",47115050101,182,156,156,156,156,85.71,85.71,85.71,85.71,True,True,True,True,{43}
3966,"BellSouth Telecommunications, Inc.",47143975000,372,200,199,59,49,53.76,53.49,15.86,13.17,True,True,True,False,"{10, 11, 70}"
3967,UNITED STATES CELLULAR CORPORATION,47143975000,372,294,0,0,0,79.03,0.0,0.0,0.0,True,False,False,False,{70}
3968,Bledsoe Telephone Cooperative Inc,47143975000,372,1,1,0,0,0.27,0.27,0.0,0.0,False,False,False,False,{11}
3969,"Spring City Cable TV, Inc.",47143975000,372,209,209,209,209,56.18,56.18,56.18,56.18,True,True,True,True,"{42, 50}"
3970,Frontier Communications Corporation,47143975000,372,2,2,2,2,0.54,0.54,0.54,0.54,False,False,False,False,"{10, 11}"
3971,"BellSouth Telecommunications, Inc.",47097050506,65,39,34,13,10,60.0,52.31,20.0,15.38,True,True,True,True,"{10, 11, 12}"
3972,"ECSIS.NET, LLC DBA Electronic Communication Systems",47097050506,65,59,59,59,0,90.77,90.77,90.77,0.0,True,True,True,False,{11}
3973,"Aeneas Communications, LLC",47097050506,65,1,1,1,1,1.54,1.54,1.54,1.54,False,False,False,False,{50}
3974,"Charter Communications, Inc.",47097050506,65,31,31,31,31,47.69,47.69,47.69,47.69,True,True,True,True,{43}
3975,"BellSouth Telecommunications, Inc.",47051960500,197,151,150,141,56,76.65,76.14,71.57,28.43,True,True,True,True,"{10, 11, 12, 70}"
3976,Mediacom Southeast LLC,47051960500,197,1,1,1,1,0.51,0.51,0.51,0.51,False,False,False,False,{42}
3977,Monster Broadband,47051960500,197,197,197,197,197,100.0,100.0,100.0,100.0,True,True,True,True,{70}
3978,"COMCAST CABLE COMMUNICATIONS, LLC",47051960500,197,133,133,133,133,67.51,67.51,67.51,67.51,True,True,True,True,{43}
3979,"BellSouth Telecommunications, Inc.",47121960100,296,203,202,86,22,68.58,68.24,29.05,7.43,True,True,True,False,"{70, 10, 11, 12, 50}"
3980,UNITED STATES CELLULAR CORPORATION,47121960100,296,238,0,0,0,80.41,0.0,0.0,0.0,True,False,False,False,{70}
3981,"Charter Communications, Inc.",47121960100,296,103,103,103,103,34.8,34.8,34.8,34.8,True,True,True,True,{43}
3982,"BellSouth Telecommunications, Inc.",47029920502,203,117,106,50,48,57.64,52.22,24.63,23.65,True,True,True,True,"{70, 10, 11, 12, 50}"
3983,UNITED STATES CELLULAR CORPORATION,47029920502,203,52,0,0,0,25.62,0.0,0.0,0.0,True,False,False,False,{70}
3984,"Net Liquidations, Inc.",47029920502,203,12,12,12,12,5.91,5.91,5.91,5.91,False,False,False,False,{70}
3985,Newport Utilities,47029920502,203,24,24,24,24,11.82,11.82,11.82,11.82,False,False,False,False,{50}
3986,"COMCAST CABLE COMMUNICATIONS, LLC",47029920502,203,90,90,90,90,44.33,44.33,44.33,44.33,True,True,True,True,"{42, 43}"
3987,"Charter Communications, Inc.",47029920502,203,56,56,56,56,27.59,27.59,27.59,27.59,True,True,True,True,{43}
3988,"BellSouth Telecommunications, Inc.",47143975200,234,140,138,59,56,59.83,58.97,25.21,23.93,True,True,True,True,"{70, 10, 11, 12, 50}"
3989,UNITED STATES CELLULAR CORPORATION,47143975200,234,27,0,0,0,11.54,0.0,0.0,0.0,False,False,False,False,{70}
3990,Bledsoe Telephone Cooperative Inc,47143975200,234,13,13,0,0,5.56,5.56,0.0,0.0,False,False,False,False,{11}
3991,EPB Fiber Optics,47143975200,234,1,1,1,1,0.43,0.43,0.43,0.43,False,False,False,False,{50}
3992,"COMCAST CABLE COMMUNICATIONS, LLC",47143975200,234,1,1,1,1,0.43,0.43,0.43,0.43,False,False,False,False,{43}
3993,"Charter Communications, Inc.",47143975200,234,186,186,186,186,79.49,79.49,79.49,79.49,True,True,True,True,{43}
3994,"BellSouth Telecommunications, Inc.",47021070201,108,74,71,62,34,68.52,65.74,57.41,31.48,True,True,True,True,"{10, 11, 12, 50}"
3995,"Charter Communications, Inc.",47021070201,108,104,104,104,104,96.3,96.3,96.3,96.3,True,True,True,True,{43}
3996,"BellSouth Telecommunications, Inc.",47165020406,42,40,36,32,28,95.24,85.71,76.19,66.67,True,True,True,True,"{10, 11, 12, 50}"
3997,"COMCAST CABLE COMMUNICATIONS, LLC",47165020406,42,42,42,42,42,100.0,100.0,100.0,100.0,True,True,True,True,{43}
3998,"BellSouth Telecommunications, Inc.",47037019105,32,30,28,26,26,93.75,87.5,81.25,81.25,True,True,True,True,"{10, 11, 12, 50}"
3999,"COMCAST CABLE COMMUNICATIONS, LLC",47037019105,32,32,32,32,32,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4000,"BellSouth Telecommunications, Inc.",47105060201,241,128,126,108,94,53.11,52.28,44.81,39.0,True,True,True,True,"{10, 11, 12, 50}"
4001,UNITED STATES CELLULAR CORPORATION,47105060201,241,76,0,0,0,31.54,0.0,0.0,0.0,True,False,False,False,{70}
4002,"COMCAST CABLE COMMUNICATIONS, LLC",47105060201,241,1,1,1,1,0.41,0.41,0.41,0.41,False,False,False,False,{43}
4003,"Charter Communications, Inc.",47105060201,241,227,227,227,227,94.19,94.19,94.19,94.19,True,True,True,True,{43}
4004,"BellSouth Telecommunications, Inc.",47065010501,98,91,84,67,58,92.86,85.71,68.37,59.18,True,True,True,True,"{10, 11, 12}"
4005,EPB Fiber Optics,47065010501,98,89,89,89,89,90.82,90.82,90.82,90.82,True,True,True,True,{50}
4006,"COMCAST CABLE COMMUNICATIONS, LLC",47065010501,98,92,92,92,92,93.88,93.88,93.88,93.88,True,True,True,True,{43}
4007,"BellSouth Telecommunications, Inc.",47045964500,125,48,47,36,31,38.4,37.6,28.8,24.8,True,True,True,True,"{10, 11, 12, 70}"
4008,"ECSIS.NET, LLC DBA Electronic Communication Systems",47045964500,125,125,125,125,0,100.0,100.0,100.0,0.0,True,True,True,False,"{11, 70}"
4009,"Cable One, Inc.",47045964500,125,45,45,45,45,36.0,36.0,36.0,36.0,True,True,True,True,{42}
4010,West Kentucky Rural Telephone Coop Corp Inc,47045964500,125,4,4,4,4,3.2,3.2,3.2,3.2,False,False,False,False,{50}
4011,"BellSouth Telecommunications, Inc.",47037010301,41,38,38,37,36,92.68,92.68,90.24,87.8,True,True,True,True,"{10, 11, 12, 50}"
4012,"COMCAST CABLE COMMUNICATIONS, LLC",47037010301,41,37,37,37,37,90.24,90.24,90.24,90.24,True,True,True,True,{43}
4013,"BellSouth Telecommunications, Inc.",47043060700,148,128,126,97,84,86.49,85.14,65.54,56.76,True,True,True,True,"{10, 11, 12, 70}"
4014,Fast Forward Broadband LLC,47043060700,148,2,2,2,0,1.35,1.35,1.35,0.0,False,False,False,False,{70}
4015,"COMCAST CABLE COMMUNICATIONS, LLC",47043060700,148,93,93,93,93,62.84,62.84,62.84,62.84,True,True,True,True,{43}
4016,"BellSouth Telecommunications, Inc.",47161110600,115,66,66,34,28,57.39,57.39,29.57,24.35,True,True,True,True,"{10, 11, 70}"
4017,Peoples Telephone Company,47161110600,115,1,1,0,0,0.87,0.87,0.0,0.0,False,False,False,False,{11}
4018,Mediacom Southeast LLC,47161110600,115,24,24,24,24,20.87,20.87,20.87,20.87,True,True,True,True,"{42, 43}"
4019,"BellSouth Telecommunications, Inc.",47165020204,85,82,78,68,62,96.47,91.76,80.0,72.94,True,True,True,True,"{10, 11, 12, 50}"
4020,"COMCAST CABLE COMMUNICATIONS, LLC",47165020204,85,69,69,69,69,81.18,81.18,81.18,81.18,True,True,True,True,{43}
4021,"BellSouth Telecommunications, Inc.",47149040809,50,38,37,32,32,76.0,74.0,64.0,64.0,True,True,True,True,"{70, 10, 11, 12, 50}"
4022,"United Communications, Inc.",47149040809,50,11,11,11,11,22.0,22.0,22.0,22.0,True,True,True,True,{70}
4023,"COMCAST CABLE COMMUNICATIONS, LLC",47149040809,50,43,43,43,43,86.0,86.0,86.0,86.0,True,True,True,True,{43}
4024,"BellSouth Telecommunications, Inc.",47011011601,79,66,64,60,59,83.54,81.01,75.95,74.68,True,True,True,True,"{70, 10, 11, 12, 50}"
4025,EPB Fiber Optics,47011011601,79,2,2,2,2,2.53,2.53,2.53,2.53,False,False,False,False,{50}
4026,"COMCAST CABLE COMMUNICATIONS, LLC",47011011601,79,1,1,1,1,1.27,1.27,1.27,1.27,False,False,False,False,{42}
4027,"Charter Communications, Inc.",47011011601,79,69,69,69,69,87.34,87.34,87.34,87.34,True,True,True,True,{43}
4028,"BellSouth Telecommunications, Inc.",47065010412,56,51,51,50,42,91.07,91.07,89.29,75.0,True,True,True,True,"{10, 11, 12, 50}"
4029,EPB Fiber Optics,47065010412,56,52,52,52,52,92.86,92.86,92.86,92.86,True,True,True,True,{50}
4030,"COMCAST CABLE COMMUNICATIONS, LLC",47065010412,56,55,55,55,55,98.21,98.21,98.21,98.21,True,True,True,True,{43}
4031,"BellSouth Telecommunications, Inc.",47065010502,43,39,39,39,39,90.7,90.7,90.7,90.7,True,True,True,True,"{10, 11, 12, 50}"
4032,EPB Fiber Optics,47065010502,43,41,41,41,41,95.35,95.35,95.35,95.35,True,True,True,True,{50}
4033,"COMCAST CABLE COMMUNICATIONS, LLC",47065010502,43,42,42,42,42,97.67,97.67,97.67,97.67,True,True,True,True,{43}
4034,"BellSouth Telecommunications, Inc.",47065002900,51,46,41,34,31,90.2,80.39,66.67,60.78,True,True,True,True,"{10, 11, 12}"
4035,EPB Fiber Optics,47065002900,51,48,48,48,48,94.12,94.12,94.12,94.12,True,True,True,True,{50}
4036,"COMCAST CABLE COMMUNICATIONS, LLC",47065002900,51,44,44,44,44,86.27,86.27,86.27,86.27,True,True,True,True,{43}
4037,"BellSouth Telecommunications, Inc.",47149040810,101,64,61,38,26,63.37,60.4,37.62,25.74,True,True,True,True,"{70, 10, 11, 12, 50}"
4038,United Telephone Company,47149040810,101,35,35,30,30,34.65,34.65,29.7,29.7,True,True,True,True,{11}
4039,"United Communications, Inc.",47149040810,101,5,5,5,5,4.95,4.95,4.95,4.95,False,False,False,False,{70}
4040,"COMCAST CABLE COMMUNICATIONS, LLC",47149040810,101,26,26,26,26,25.74,25.74,25.74,25.74,True,True,True,True,{43}
4041,"BellSouth Telecommunications, Inc.",47125101500,108,79,76,61,48,73.15,70.37,56.48,44.44,True,True,True,True,"{70, 10, 11, 12, 50}"
4042,Mediacom Southeast LLC,47125101500,108,5,5,5,5,4.63,4.63,4.63,4.63,False,False,False,False,{43}
4043,"COMCAST CABLE COMMUNICATIONS, LLC",47125101500,108,2,2,2,2,1.85,1.85,1.85,1.85,False,False,False,False,{43}
4044,"Charter Communications, Inc.",47125101500,108,84,84,84,84,77.78,77.78,77.78,77.78,True,True,True,True,{43}
4045,"BellSouth Telecommunications, Inc.",47145030900,293,167,166,147,91,57.0,56.66,50.17,31.06,True,True,True,True,"{10, 11, 12, 70}"
4046,UNITED STATES CELLULAR CORPORATION,47145030900,293,278,0,0,0,94.88,0.0,0.0,0.0,True,False,False,False,{70}
4047,"COMCAST CABLE COMMUNICATIONS, LLC",47145030900,293,186,186,186,186,63.48,63.48,63.48,63.48,True,True,True,True,{43}
4048,"BellSouth Telecommunications, Inc.",47157020523,33,32,32,28,28,96.97,96.97,84.85,84.85,True,True,True,True,"{10, 11, 12}"
4049,"COMCAST CABLE COMMUNICATIONS, LLC",47157020523,33,32,32,32,32,96.97,96.97,96.97,96.97,True,True,True,True,{43}
4050,"BellSouth Telecommunications, Inc.",47125101202,47,46,46,42,42,97.87,97.87,89.36,89.36,True,True,True,True,"{10, 11, 12, 50}"
4051,"COMCAST CABLE COMMUNICATIONS, LLC",47125101202,47,3,3,3,3,6.38,6.38,6.38,6.38,False,False,False,False,{43}
4052,"Charter Communications, Inc.",47125101202,47,44,44,44,44,93.62,93.62,93.62,93.62,True,True,True,True,{43}
4053,"BellSouth Telecommunications, Inc.",47021070401,66,62,59,39,36,93.94,89.39,59.09,54.55,True,True,True,True,"{10, 11, 12, 70}"
4054,"COMCAST CABLE COMMUNICATIONS, LLC",47021070401,66,31,31,31,31,46.97,46.97,46.97,46.97,True,True,True,True,{43}
4055,"BellSouth Telecommunications, Inc.",47021070300,99,85,85,81,70,85.86,85.86,81.82,70.71,True,True,True,True,"{10, 11, 12}"
4056,"Access Media Holdings, LLC",47021070300,99,1,1,1,1,1.01,1.01,1.01,1.01,False,False,False,False,{30}
4057,"Charter Communications, Inc.",47021070300,99,98,98,98,98,98.99,98.99,98.99,98.99,True,True,True,True,{43}
4058,"BellSouth Telecommunications, Inc.",47021070202,150,63,59,52,46,42.0,39.33,34.67,30.67,True,True,True,True,"{70, 10, 11, 12, 50}"
4059,"COMCAST CABLE COMMUNICATIONS, LLC",47021070202,150,1,1,1,1,0.67,0.67,0.67,0.67,False,False,False,False,{43}
4060,"Charter Communications, Inc.",47021070202,150,149,149,149,149,99.33,99.33,99.33,99.33,True,True,True,True,{43}
4061,"BellSouth Telecommunications, Inc.",47009011302,142,93,92,70,60,65.49,64.79,49.3,42.25,True,True,True,True,"{70, 10, 11, 12, 50}"
4062,UNITED STATES CELLULAR CORPORATION,47009011302,142,47,0,0,0,33.1,0.0,0.0,0.0,True,False,False,False,{70}
4063,"Net Liquidations, Inc.",47009011302,142,131,131,131,131,92.25,92.25,92.25,92.25,True,True,True,True,{70}
4064,"COMCAST CABLE COMMUNICATIONS, LLC",47009011302,142,5,5,5,5,3.52,3.52,3.52,3.52,False,False,False,False,"{42, 43}"
4065,"Charter Communications, Inc.",47009011302,142,94,94,94,94,66.2,66.2,66.2,66.2,True,True,True,True,{43}
4066,"BellSouth Telecommunications, Inc.",47009010600,127,112,110,110,81,88.19,86.61,86.61,63.78,True,True,True,True,"{10, 11, 12, 50}"
4067,UNITED STATES CELLULAR CORPORATION,47009010600,127,51,0,0,0,40.16,0.0,0.0,0.0,True,False,False,False,{70}
4068,BreezeAir Networks LLC,47009010600,127,44,44,44,44,34.65,34.65,34.65,34.65,True,True,True,True,{70}
4069,"COMCAST CABLE COMMUNICATIONS, LLC",47009010600,127,3,3,3,3,2.36,2.36,2.36,2.36,False,False,False,False,{43}
4070,"Charter Communications, Inc.",47009010600,127,127,127,127,127,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4071,"BellSouth Telecommunications, Inc.",47001021100,88,62,58,57,48,70.45,65.91,64.77,54.55,True,True,True,True,"{10, 11, 12}"
4072,UNITED STATES CELLULAR CORPORATION,47001021100,88,67,0,0,0,76.14,0.0,0.0,0.0,True,False,False,False,{70}
4073,"COMCAST CABLE COMMUNICATIONS, LLC",47001021100,88,58,58,58,58,65.91,65.91,65.91,65.91,True,True,True,True,{43}
4074,"BellSouth Telecommunications, Inc.",47065010600,55,53,53,52,32,96.36,96.36,94.55,58.18,True,True,True,True,"{10, 11, 12}"
4075,EPB Fiber Optics,47065010600,55,50,50,50,50,90.91,90.91,90.91,90.91,True,True,True,True,{50}
4076,"COMCAST CABLE COMMUNICATIONS, LLC",47065010600,55,52,52,52,52,94.55,94.55,94.55,94.55,True,True,True,True,{43}
4077,"BellSouth Telecommunications, Inc.",47093005000,73,70,70,70,64,95.89,95.89,95.89,87.67,True,True,True,True,"{10, 11, 12, 50}"
4078,UNITED STATES CELLULAR CORPORATION,47093005000,73,7,0,0,0,9.59,0.0,0.0,0.0,False,False,False,False,{70}
4079,"Knology of Alabama, Inc.",47093005000,73,63,63,63,63,86.3,86.3,86.3,86.3,True,True,True,True,"{42, 50}"
4080,"COMCAST CABLE COMMUNICATIONS, LLC",47093005000,73,68,68,68,68,93.15,93.15,93.15,93.15,True,True,True,True,{43}
4081,"BellSouth Telecommunications, Inc.",47093004606,59,56,56,56,56,94.92,94.92,94.92,94.92,True,True,True,True,"{10, 11, 12, 50}"
4082,UNITED STATES CELLULAR CORPORATION,47093004606,59,51,0,0,0,86.44,0.0,0.0,0.0,True,False,False,False,{70}
4083,"Knology of Alabama, Inc.",47093004606,59,43,43,43,43,72.88,72.88,72.88,72.88,True,True,True,True,"{42, 50}"
4084,America Internet & Communications,47093004606,59,1,1,1,1,1.69,1.69,1.69,1.69,False,False,False,False,{70}
4085,"COMCAST CABLE COMMUNICATIONS, LLC",47093004606,59,56,56,56,56,94.92,94.92,94.92,94.92,True,True,True,True,{43}
4086,"BellSouth Telecommunications, Inc.",47115050201,264,118,106,22,16,44.7,40.15,8.33,6.06,True,True,False,False,"{10, 11, 12, 70}"
4087,Mediacom Southeast LLC,47115050201,264,1,1,1,1,0.38,0.38,0.38,0.38,False,False,False,False,{42}
4088,America Internet & Communications,47115050201,264,1,1,1,1,0.38,0.38,0.38,0.38,False,False,False,False,{70}
4089,EPB Fiber Optics,47115050201,264,49,49,49,49,18.56,18.56,18.56,18.56,True,True,True,True,{50}
4090,"COMCAST CABLE COMMUNICATIONS, LLC",47115050201,264,10,10,10,10,3.79,3.79,3.79,3.79,False,False,False,False,{43}
4091,"Charter Communications, Inc.",47115050201,264,251,251,251,251,95.08,95.08,95.08,95.08,True,True,True,True,{43}
4092,"BellSouth Telecommunications, Inc.",47155081101,198,142,139,126,96,71.72,70.2,63.64,48.48,True,True,True,True,"{10, 11, 50}"
4093,UNITED STATES CELLULAR CORPORATION,47155081101,198,35,0,0,0,17.68,0.0,0.0,0.0,True,False,False,False,{70}
4094,"Charter Communications, Inc.",47155081101,198,198,198,198,198,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4095,"BellSouth Telecommunications, Inc.",47093002000,103,101,78,71,69,98.06,75.73,68.93,66.99,True,True,True,True,"{10, 11, 12, 50}"
4096,UNITED STATES CELLULAR CORPORATION,47093002000,103,84,0,0,0,81.55,0.0,0.0,0.0,True,False,False,False,{70}
4097,"Knology of Alabama, Inc.",47093002000,103,1,1,1,1,0.97,0.97,0.97,0.97,False,False,False,False,"{42, 50}"
4098,"COMCAST CABLE COMMUNICATIONS, LLC",47093002000,103,102,102,102,102,99.03,99.03,99.03,99.03,True,True,True,True,{43}
4099,"BellSouth Telecommunications, Inc.",47081950500,99,99,98,8,6,100.0,98.99,8.08,6.06,True,True,False,False,"{10, 11, 12, 70}"
4100,"BellSouth Telecommunications, Inc.",47031970300,60,8,8,0,0,13.33,13.33,0.0,0.0,False,False,False,False,{10}
4101,"United Communications, Inc.",47031970300,60,8,8,8,8,13.33,13.33,13.33,13.33,False,False,False,False,{70}
4102,"Ben Lomand Rural Telephone Coop., Inc.",47031970300,60,48,48,42,32,80.0,80.0,70.0,53.33,True,True,True,True,"{10, 50}"
4103,"Charter Communications, Inc.",47031970300,60,15,15,15,15,25.0,25.0,25.0,25.0,True,True,True,True,{43}
4104,"BellSouth Telecommunications, Inc.",47009011502,77,71,71,54,46,92.21,92.21,70.13,59.74,True,True,True,True,"{70, 10, 11, 12, 50}"
4105,UNITED STATES CELLULAR CORPORATION,47009011502,77,13,0,0,0,16.88,0.0,0.0,0.0,True,False,False,False,{70}
4106,"COMCAST CABLE COMMUNICATIONS, LLC",47009011502,77,51,51,51,51,66.23,66.23,66.23,66.23,True,True,True,True,{43}
4107,"BellSouth Telecommunications, Inc.",47109930600,123,115,115,7,2,93.5,93.5,5.69,1.63,True,True,False,False,"{10, 11, 12, 70}"
4108,Eagle One Wireless,47109930600,123,5,5,0,0,4.07,4.07,0.0,0.0,False,False,False,False,{70}
4109,"Tristate Internet, LLC",47109930600,123,7,7,1,0,5.69,5.69,0.81,0.0,False,False,False,False,{70}
4110,"COMCAST CABLE COMMUNICATIONS, LLC",47109930600,123,14,14,14,14,11.38,11.38,11.38,11.38,False,False,False,False,{42}
4111,"BellSouth Telecommunications, Inc.",47065011324,48,47,47,43,39,97.92,97.92,89.58,81.25,True,True,True,True,"{10, 11, 12, 50}"
4112,EPB Fiber Optics,47065011324,48,47,47,47,47,97.92,97.92,97.92,97.92,True,True,True,True,{50}
4113,"COMCAST CABLE COMMUNICATIONS, LLC",47065011324,48,47,47,47,47,97.92,97.92,97.92,97.92,True,True,True,True,{43}
4114,"BellSouth Telecommunications, Inc.",47065010902,38,19,16,0,0,50.0,42.11,0.0,0.0,True,True,False,False,"{10, 11}"
4115,EPB Fiber Optics,47065010902,38,35,35,35,35,92.11,92.11,92.11,92.11,True,True,True,True,{50}
4116,"COMCAST CABLE COMMUNICATIONS, LLC",47065010902,38,31,31,31,31,81.58,81.58,81.58,81.58,True,True,True,True,{43}
4117,"BellSouth Telecommunications, Inc.",47021070203,114,41,35,27,21,35.96,30.7,23.68,18.42,True,True,True,True,"{10, 11, 12, 70}"
4118,"COMCAST CABLE COMMUNICATIONS, LLC",47021070203,114,1,1,1,1,0.88,0.88,0.88,0.88,False,False,False,False,{43}
4119,"Charter Communications, Inc.",47021070203,114,114,114,114,114,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4120,"BellSouth Telecommunications, Inc.",47165020502,61,54,53,45,40,88.52,86.89,73.77,65.57,True,True,True,True,"{10, 11, 12, 50}"
4121,"COMCAST CABLE COMMUNICATIONS, LLC",47165020502,61,52,52,52,52,85.25,85.25,85.25,85.25,True,True,True,True,{43}
4122,"BellSouth Telecommunications, Inc.",47125101303,73,64,64,64,64,87.67,87.67,87.67,87.67,True,True,True,True,"{10, 11, 12, 50}"
4123,"COMCAST CABLE COMMUNICATIONS, LLC",47125101303,73,4,4,4,4,5.48,5.48,5.48,5.48,False,False,False,False,{43}
4124,"Charter Communications, Inc.",47125101303,73,73,73,73,73,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4125,"BellSouth Telecommunications, Inc.",47165020404,33,18,17,14,13,54.55,51.52,42.42,39.39,True,True,True,True,"{10, 11, 12}"
4126,"COMCAST CABLE COMMUNICATIONS, LLC",47165020404,33,33,33,33,33,100.0,100.0,100.0,100.0,True,True,True,True,{43}
4127,"BellSouth Telecommunications, Inc.",47187050403,14,14,14,14,14,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}"
4128,"COMCAST CABLE COMMUNICATIONS, LLC",47187050403,14,13,13,13,13,92.86,92.86,92.86,92.86,True,True,True,True,{43}
4129,"BellSouth Telecommunications, Inc.",47037010202,52,39,37,35,31,75.0,71.15,67.31,59.62,True,True,True,True,"{10, 11, 12, 50}"
4130,"COMCAST CABLE COMMUNICATIONS, LLC",47037010202,52,47,47,47,47,90.38,90.38,90.38,90.38,True,True,True,True,{43}
4131,"BellSouth Telecommunications, Inc.",47189030101,205,153,149,133,127,74.63,72.68,64.88,61.95,True,True,True,True,"{70, 10, 11, 12, 50}"
4132,UNITED STATES CELLULAR CORPORATION,47189030101,205,2,0,0,0,0.98,0.0,0.0,0.0,False,False,False,False,{70}
4133,"COMCAST CABLE COMMUNICATIONS, LLC",47189030101,205,3,3,3,3,1.46,1.46,1.46,1.46,False,False,False,False,{43}
4134,"Charter Communications, Inc.",47189030101,205,183,183,183,183,89.27,89.27,89.27,89.27,True,True,True,True,{43}
4135,"BellSouth Telecommunications, Inc.",47037010103,37,30,29,26,23,81.08,78.38,70.27,62.16,True,True,True,True,"{10, 11, 12}"
4136,"COMCAST CABLE COMMUNICATIONS, LLC",47037010103,37,34,34,34,34,91.89,91.89,91.89,91.89,True,True,True,True,{43}
